Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_28_105_P02,12436798.038278686,28.3979304029304,-2664569.6551655685,0.5384792892581054,-65467.46065758,12436798.038278686,38047.004346286354,-2927.8316850253727,-10075.479902803096,53343.2448747857,4,37277.39583520842,105,28,0.5685274102546828,2539389.9284076025,-7430.694231210234,68.25,1553.8087566539698,19248000.000000004,600692.2976287256,6,0.6461345614234562,68692.95756062216,34.330637310641144,49.62,-0.6686620878402741,7041835.067687662,26.630057517178745,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1428.7240769849134,19632.497538919415,8.667,0.44828773417305323,0.6461345614234562,1.9949999999999974,19248000.000000004
TX_28_105_R01,12394822.279326754,25.11,-2878239.376299744,0.5384792892581054,-74754.5945800164,12394822.279326754,35302.91316686766,-3189.094407297288,-11774.41039295781,50053.18362987858,4,38297.495265811725,105,28,0.5666085586775352,2704962.189507107,-7844.890939289768,82.9,1523.7360342493753,19248000.000000004,578145.9484820844,6,0.6439537759417473,79540.97904268808,32.84898598236265,47.11,-0.6745222142683618,6922994.795284048,26.030113487362588,"[36, 282]",1356.2335478870248,19600.0,8.667,0.44680511989858207,0.6439537759417473,3.1099999999999994,19248000.000000004
TX_28_105_R02,12450702.412210584,25.689999999999998,-2770612.9880884397,0.5384792892581054,-67541.82352981997,12450702.412210584,37220.986977253604,-3031.174434762154,-9426.327761355273,51551.97532651449,4,38236.29976340206,105,28,0.5691630254410341,2598545.7757112165,-7563.291866282632,81.4,1505.999756884997,19248000.000000004,608333.3400831951,6,0.646856941615263,72012.16715996437,34.231064839707784,49.69,-0.6553767716383632,7029890.854201104,27.42060540284472,"[40, 277]",1357.4093799326602,21900.0,8.667,0.44877884675287866,0.646856941615263,1.6899999999999977,19248000.000000004
TX_28_110_P01,12973222.060610067,28.3979304029304,-2830919.6212426806,0.5384792892581054,-69947.09194328637,12973222.060610067,38047.004346286354,-2927.8316850253727,-10075.479902803096,53343.2448747857,4,37318.75626624936,110,28,0.5615412133283644,2713145.485245338,-7548.654342214362,68.25,1553.8087566539698,20328000.0,600692.2976287256,6,0.6381947097899482,72981.7043105963,34.330637310641144,49.62,-0.7591134933119489,7333204.411022682,26.630057517178745,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1428.7240769849134,19632.497538919415,8.667,0.44110721577154377,0.6381947097899482,1.9949999999999974,20328000.0
TX_28_110_R01,12987702.462180326,25.689999999999998,-2941354.1261066897,0.5384792892581054,-72231.11065712002,12987702.462180326,37220.986977253604,-3031.174434762154,-9426.327761355273,51551.97532651449,4,38273.27278327082,110,28,0.5621679922603257,2778955.5651070965,-7695.120503996744,81.4,1505.999756884997,20328000.0,608333.3400831951,6,0.638907047529532,76450.20485608405,34.231064839707784,49.69,-0.7460988098953608,7319053.991331931,27.42060540284472,"[40, 277]",1357.4093799326602,21900.0,8.667,0.44158924631604773,0.638907047529532,1.6899999999999977,20328000.0
TX_28_115_P01,13576580.06055496,28.389515570934257,-3145322.028760316,0.5384792892581054,-77156.68991175281,13576580.06055496,39982.10959776411,-2998.5038237108133,-9888.5597107366,56072.496028987836,4,37600.86610513434,115,28,0.558010954849289,3027206.9211508255,-7809.915861810883,72.25,1639.328146186695,21408000.0,639278.5655079915,6,0.6341825514085837,80165.85658607128,34.20455883675288,49.88,-0.8081892157195261,7557453.377874044,26.540980119283606,"[1.375, 16, 2, 16, 0.5, 36.5]",1506.429280986301,21237.920541378317,8.667,0.4367089702350493,0.6341825514085837,2.0050000000000026,21408000.0
TX_28_115_R01,13607676.26183408,25.840000000000003,-3083109.800479534,0.5384792892581054,-76161.20928025365,13607676.26183408,39016.80990764355,-3086.5197945296854,-9301.157956848196,54431.23632798855,4,38301.62764402362,115,28,0.5592890396755525,2923737.731265712,-7796.195267384117,87.4,1603.3752967045386,21408000.0,656080.1355499424,6,0.6356351019167638,80310.64010553525,33.94790754220959,49.84,-0.8026019058070998,7633173.1064523505,27.158963329250632,"[40, 297]",1436.608954275579,23200.0,8.667,0.4376875215234836,0.6356351019167638,1.8400000000000034,21408000.0
TX_28_120_P01,14183782.455266042,27.932507987220447,-3292279.7737728204,0.5384792892581054,-80549.77699451128,14183782.455266042,42443.93504146485,-3142.9516210800616,-9808.500931450999,59151.054761232626,4,37634.89616971361,120,28,0.5549702020287021,3175424.238679211,-7863.907881525598,78.25,1728.5819953530445,22488000.0,682927.8539701673,6,0.630726718928586,83512.69346017914,34.21940927317807,50.25,-0.8668744715075909,7871086.631725419,26.745517539376195,"[1.625, 16, 2.125, 16, 0.5, 36.5]",1586.9550843043735,23842.30892239084,8.667,0.4327863722503377,0.630726718928586,2.0,22488000.0
TX_28_120_R01,14271116.758118398,26.200000000000003,-3398754.2704782886,0.5384792892581054,-83229.44214001925,14271116.758118398,42689.358866707065,-3246.359293118003,-9467.202839513271,59941.831424751086,4,38425.185697885005,120,28,0.5583873395835729,3234919.118136515,-8074.146190267685,95.3,1769.8414652106833,22488000.0,732182.1821842971,6,0.6346103147509071,87442.89281255753,33.86847500355947,50.2,-0.82031529288276,7867300.554460834,27.050081887976862,"[40, 324]",1578.160060420427,25600.0,8.667,0.4353915224951934,0.6346103147509071,2.200000000000003,22488000.0
TX_28_30_P01,2528381.1368977726,16.31338028169014,-769643.5933532793,0.5384792892581054,-22006.946144651778,2528381.1368977726,7194.221597471409,-3054.4958920296153,5454.552441755397,9990.21148827011,4,36704.837218206376,30,28,0.6762229594215388,492693.20723940077,-2686.566221960316,35.5,473.8844117466911,3289887.6404494382,95347.31200407866,3,0.7685311515843639,31762.596588578523,21.08153642667244,29.25,-0.09722318363947909,1999931.2434566633,16.894710665270832,"[1, 12, 1.25, 12, 0.5, 17]",425.8268602527785,2405.1594776995307,8.667,0.594853900440955,0.7685311515843639,2.0,3289887.6404494382
TX_28_30_P02,2572752.279776403,18.00031914893617,-758234.7412950154,0.5384792892581054,-19909.08691130613,2572752.279776403,8720.928412957184,-2731.684826201071,8466.005170208005,12018.683565238722,4,36371.19570345185,30,28,0.6880901518762009,493967.3154620675,-1997.3437866196593,35.25,521.5392091055502,3289887.6404494382,115599.28804920989,3,0.7820182817626362,28460.470936013837,23.044640470753862,31.62,-0.08797281732303534,2087309.7606156482,18.43249099262476,"[0.875, 12, 1.25, 12, 0.5, 19.5]",473.1280441936262,2948.768533909574,8.667,0.6052552272813201,0.7820182817626362,1.995000000000001,3289887.6404494382
TX_28_30_P03,2584420.722480997,19.127906976744185,-820515.2214503122,0.5384792892581054,-18714.554545461713,2584420.722480997,9527.645712776497,-2854.4985497842395,8844.090007376066,12854.526839835858,4,36811.263873973825,30,28,0.6912109111408514,524290.5815992414,-2515.9474318315683,32.25,500.10882109235064,3289887.6404494382,121531.00714912405,3,0.7855650420109588,27637.259941095228,25.70345952258684,34.25,-0.07743680625764796,2030366.5217345015,20.912234873618466,"[0.75, 12, 1, 12, 0.5, 22.5]",455.60150650354274,3308.0192587209303,8.667,0.6079905024717864,0.7855650420109588,2.0,3289887.6404494382
TX_28_30_P04,2662497.0172312274,20.780201342281877,-848367.7121438578,0.5384792892581054,-17648.57783448698,2662497.0172312274,12732.026492646943,-2602.239848170601,34710.61205085725,17275.850008033747,4,36796.872993975325,30,28,0.7120926454356457,530359.0463453397,-2188.4932968892676,37.25,622.6045121160912,3289887.6404494382,168798.17004173828,3,0.809297249090093,26523.807874987797,27.74771090128637,37.25,-0.0608838928791739,2069818.520683298,22.357281712868367,"[0.75, 14, 1, 14, 0.5, 25.5]",569.4800761632245,4898.163940156599,8.667,0.6262928721538834,0.809297249090093,2.0,3289887.6404494382
TX_28_30_P05,2770580.240879289,22.451171875,-854406.3138010907,0.5384792892581054,-16368.445330138884,2770580.240879289,18490.931059692542,-2578.107711078838,-22738.599819438197,25388.254488561386,4,36756.070729467094,30,28,0.7409998209767465,515253.578139148,-1958.968538373082,48.0,856.7424498898808,3289887.6404494382,261489.3248447127,3,0.8421504147481444,25149.59798609637,29.633473270554763,40.75,-0.04491586764646952,2119354.2985263425,23.577711976411255,"[1, 15, 1.25, 15, 0.5, 28.5]",784.2546841776729,8311.151184082031,8.667,0.6516293602898517,0.8421504147481444,2.0,3289887.6404494382
TX_28_30_P06,2685501.8946467172,22.5,-899519.7652059692,0.5384792892581054,-15502.241260697352,2685501.8946467172,14714.64241506904,-2808.3454252192146,41812.4390381031,19417.41640649483,4,37023.88078311105,30,28,0.7182453674521211,565463.9677596608,-2040.9022585849605,33.75,580.2411008727337,3289887.6404494382,185579.187684818,3,0.8162898518564133,23530.63090123928,33.46439329666466,43.0,-0.05414161882886585,2085646.842844641,27.76038727895432,"[0.75, 12, 0.75, 12, 0.5, 31.5]",530.0589745815431,5983.453125,8.667,0.6316855943917477,0.8162898518564133,2.0,3289887.6404494382
TX_28_30_P07,2745335.889116764,24.4770205479452,-890176.6664103648,0.5384792892581054,-14571.888530782886,2745335.889116764,18225.326325696842,-2715.611902964198,-62213.46557846034,24244.424854307494,4,36727.13859555453,30,28,0.7342481449701465,562051.4943290126,-1586.67850880572,36.5,688.0719918681596,3289887.6404494382,236480.61245370648,3,0.8344770974432787,21997.82973691995,35.23530261489401,45.62,-0.047560249488742594,2161433.6540695177,28.91368521094521,"[0.75, 12, 0.875, 12, 0.5, 34]",630.3356418502366,7528.912680151256,8.667,0.6457116683729813,0.8344770974432787,1.9949999999999974,3289887.6404494382
TX_28_30_P08,2801870.885147002,26.461783439490446,-925460.8283326881,0.5384792892581054,-13883.275765020639,2801870.885147002,22183.981205827455,-2700.2291868450716,-23260.4723975363,29759.381013460945,4,36970.67267454289,30,28,0.74936859566824,564576.9106029975,-1741.1932512507728,39.25,804.9471385912362,3289887.6404494382,295778.70710877556,3,0.8516615736956392,21671.520967290224,36.97060289641353,48.25,-0.03848421350859823,2133865.6227157265,30.034408036953685,"[0.75, 12, 1, 12, 0.5, 36.5]",738.6188926558087,9284.447883492569,8.667,0.6589644027737547,0.8516615736956392,2.0,3289887.6404494382
TX_28_30_R01,2541411.0931751714,16.25,-879619.5117460715,0.5384792892581054,-23565.099814500423,2541411.0931751714,7777.559124277899,-4534.54969072448,4084.6552950449877,10993.956997172856,4,37291.93044305241,30,28,0.679707859489195,545927.1305119557,-2670.4236138357323,38.2,499.91787137804425,3289887.6404494382,100934.47641637054,3,0.772491759879065,34974.71347530752,21.99152626183889,29.25,-0.08199968213956353,2016777.9158519632,17.584822164329335,"[18, 130]",442.2881875970638,2460.0,8.667,0.5979083368418294,0.772491759879065,3.25,3289887.6404494382
TX_28_30_R02,2580762.0883164643,17.33,-888680.6733009074,0.5384792892581054,-21869.679092231345,2580762.0883164643,9043.55756012706,-3448.7624153083457,6260.115912721806,12586.266762874031,4,37301.61433465115,30,28,0.6902323986903051,545834.0758196401,-2474.61615210088,38.8,528.6004542915551,3289887.6404494382,119642.30045178233,3,0.7844529571726958,32959.18137355224,23.810548516728936,31.83,-0.07273879054072176,2032781.2211311315,19.17773830983991,"[21, 132]",471.56538555367075,3220.0,8.667,0.6071328583529789,0.7844529571726958,2.8299999999999983,3289887.6404494382
TX_28_30_R03,2582905.509415069,18.259999999999998,-924963.983693124,0.5384792892581054,-20591.91126647149,2582905.509415069,9463.976459996022,-3158.748800795311,7580.388415800323,12782.538221358533,4,37359.99054269613,30,28,0.6908056629570855,575350.0872558991,-2460.5542188181225,34.4,491.8959525369248,3289887.6404494382,120745.57349075539,3,0.7851044751978865,31127.886031075657,25.986264280958878,34.26,-0.06968491724797131,2032764.9155964812,21.303884431198462,"[24, 117]",444.2371291752084,3540.0,8.667,0.6076353115682163,0.7851044751978865,2.259999999999998,3289887.6404494382
TX_28_30_R04,2681501.341346947,19.880000000000003,-975454.0294337315,0.5384792892581054,-19848.249141592572,2681501.341346947,13387.618870119308,-2774.10729111254,35758.022589586486,18336.107590497122,4,37420.55429238453,30,28,0.7171754077248415,583548.9147270144,-2244.8127439082455,43.1,656.9071798777802,3289887.6404494382,182557.31249949924,3,0.8150738366799122,30851.034265273607,27.912783041751222,37.38,-0.050756441412769276,2088707.7317468198,22.574080356225053,"[27, 146]",593.0526807231606,5660.0,8.667,0.6307477987950232,0.8150738366799122,2.3800000000000026,3289887.6404494382
TX_28_30_R05,2764041.2096640547,21.439999999999998,-1012025.3258784552,0.5384792892581054,-18664.570814942013,2764041.2096640547,17811.06484770105,-2726.3647684258153,-36728.982273358655,24603.590290508553,4,37433.49440398297,30,28,0.7392509378769695,585602.160083991,-2024.3638339500308,51.0,827.5641275321838,3289887.6404494382,254792.82603902783,3,0.8401627993855904,29760.70254205534,29.730131444770393,40.44,-0.03798625334908224,2123024.9355016504,23.867101301347493,"[30, 173]",746.2600766979386,8230.0,8.667,0.6500965036520354,0.8401627993855904,2.4399999999999977,3289887.6404494382
TX_28_30_R06,2687393.4236042374,22.36,-1033360.2964164146,0.5384792892581054,-17320.59848991435,2687393.4236042374,14478.769418316908,-2693.7137167291235,63176.52092746523,19195.84637620478,4,37604.59813117113,30,28,0.7187512624261103,628208.9671830715,-2086.5338919855367,34.7,578.121196276952,3289887.6404494382,187023.59416563538,3,0.8168648043059328,27158.466758226117,33.20384462604777,42.86,-0.047095388439329075,2089162.0679779984,27.52497839751956,"[33, 118]",526.0229166836212,5900.0,8.667,0.6321289999395605,0.8168648043059328,1.8599999999999994,3289887.6404494382
TX_28_30_R07,2748889.3198041595,23.549999999999997,-1053074.9003522927,0.5384792892581054,-16877.835568095437,2748889.3198041595,17811.49219857972,-2540.174039964687,-26821.301388507633,23812.878265386487,4,37508.6544923997,30,28,0.7351985204418121,634892.7828317092,-1801.3082293092016,39.7,686.009586616821,3289887.6404494382,239865.37862999836,3,0.8355572044486687,26551.01814549511,34.71216544192036,45.55,-0.04035784080024503,2165725.392766356,28.588081950940918,"[36, 135]",623.0390772331436,7800.0,8.667,0.6465446510636748,0.8355572044486687,1.5499999999999972,3289887.6404494382
TX_28_30_R08,2792565.690685322,24.200000000000003,-1066299.8194462624,0.5384792892581054,-16588.6665485567,2792565.690685322,19816.116937677085,-2254.166066815655,-10136.765306801959,26335.510357765335,4,37556.632878191675,30,28,0.7468798940856176,633091.9592835327,-1821.0474619952706,43.8,739.720367432748,3289887.6404494382,285181.94641946635,3,0.8488331505156888,26369.232199450387,35.601980852797915,48.2,-0.03606839889644417,2177942.4153280547,29.40911399146812,"[40, 149]",673.8087024119781,9800.0,8.667,0.6567831119024821,0.8488331505156888,0.20000000000000284,3289887.6404494382
TX_28_35_P01,3101657.652319242,16.31338028169014,-787135.0731369052,0.5384792892581054,-24107.981547040505,3101657.652319242,7194.221597471409,-3054.4958920296153,5454.552441755397,9990.21148827011,4,36924.19145326621,35,28,0.6483649964003805,539677.8681147096,-3604.5317565542027,35.5,473.8844117466911,4209230.769230769,95347.31200407866,3,0.7368704217863696,32484.694727892864,21.08153642667244,29.25,-0.14603838243118106,2314527.50242813,16.894710665270832,"[1, 12, 1.25, 12, 0.5, 17]",425.8268602527785,2405.1594776995307,8.667,0.5625483300691272,0.7368704217863696,2.0,4209230.769230769
TX_28_35_P02,3155836.440379878,18.00031914893617,-777143.5829275489,0.5384792892581054,-21283.301973092344,3155836.440379878,8720.928412957184,-2731.684826201071,8466.005170208005,12018.683565238722,4,36616.84064589784,35,28,0.6596904338482061,528043.8784825458,-2877.471846540547,35.25,521.5392091055502,4209230.769230769,115599.28804920989,3,0.7497418443884944,29171.319376123978,23.044640470753862,31.62,-0.13157829516484718,2422129.281363639,18.43249099262476,"[0.875, 12, 1.25, 12, 0.5, 19.5]",473.1280441936262,2948.768533909574,8.667,0.5723214090909297,0.7497418443884944,1.995000000000001,4209230.769230769
TX_28_35_P03,3170084.035624813,19.127906976744185,-842617.3518785101,0.5384792892581054,-19931.140066476954,3170084.035624813,9527.645712776497,-2854.4985497842395,8844.090007376066,12854.526839835858,4,37050.533355925036,35,28,0.6626687258053435,558364.0850849485,-3456.014613104488,32.25,500.10882109235064,4209230.769230769,121531.00714912405,3,0.7531266897500469,28381.603219021297,25.70345952258684,34.25,-0.1161257781689841,2352076.4581931694,20.912234873618466,"[0.75, 12, 1, 12, 0.5, 22.5]",455.60150650354274,3308.0192587209303,8.667,0.5748914716409366,0.7531266897500469,2.0,4209230.769230769
TX_28_35_P04,3265418.046682476,20.780201342281877,-887786.685768782,0.5384792892581054,-19202.20342313933,3265418.046682476,12732.026492646943,-2602.239848170601,34710.61205085725,17275.850008033747,4,37049.912433415535,35,28,0.682597177834863,577033.9861172021,-3083.05875622196,37.25,622.6045121160912,4209230.769230769,168798.17004173828,3,0.7757754862366995,27756.577921310243,27.74771090128637,37.25,-0.09109088930087492,2403146.710139678,22.357281712868367,"[0.75, 14, 1, 14, 0.5, 25.5]",569.4800761632245,4898.163940156599,8.667,0.5920883646849295,0.7757754862366995,2.0,4209230.769230769
TX_28_35_P05,3397391.615246087,22.451171875,-918019.0745807337,0.5384792892581054,-18317.56687765108,3397391.615246087,18490.931059692542,-2578.107711078838,-22738.599819438197,25388.254488561386,4,37030.99813167295,35,28,0.7101846977672154,576588.0336701889,-2532.9818001427248,48.0,856.7424498898808,4209230.769230769,261489.3248447127,3,0.8071288559612414,27023.24592258535,29.633473270554763,40.75,-0.06694498580625037,2469657.8165830187,23.577711976411255,"[1, 15, 1.25, 15, 0.5, 28.5]",784.2546841776729,8311.151184082031,8.667,0.6158945102361719,0.8071288559612414,2.0,4209230.769230769
